ID,Name in the language,Name in English,Alternate names,Countries,Country codes,Description of the location(s),Latitude,Longitude,Degree of endangerment,Number of speakers,Date/accuracy of estimate,Sources
00972,,Andoa (Ecuador),"Shimigae, Gae, Andoa language (Ethnologue)",Ecuador,EC,"Location in Ecuador: Pastaza province, Pucayacu and Moretecocha regions.",-2.3341,-76.5016,critically endangered,10,2002 (speakers only know limited vocaulary),"- http://www.ethnologue.com/show_language.asp?code=anb- http://www.native-languages.org/andoa_words.htm- Gálvez, Marcelo. //archivo.eluniverso.com/2002/04/14/0001/12/18547D5E8B7B4B67AC3B03AF1C8E6E3B.aspx- Montaluisa, Luis. 2008. “Lenguas indígenas vivas del Ecuador”. International Expert Group Meeting on Indigenous Languages. UNITED NATIONS. Department of Economic and Social Affairs. Division for Social Policy and Development. Secretariat of the Permanent Forum on Indigenous Issues (8-10 January, 2008, New York) (unpublished)"
00943,,Andoa (Peru),"Gae, Semigae, Shimigae",Peru,PE,"Cabeceras del río Pastaza, en Loreto. Localidad de Andoas en el río Tigre",-2.6796,-76.2011,critically endangered,2,Información directa 2008,
00746,,Andoke,"Pöösíöhö (’People of the Axe’), Cha’oie, Businka",Colombia,CO,"Aduche River (Araracuara region), near the middle course of the Caquetá",-0.7690,-72.2351,severely endangered,597,DANE: Census 1993 (Projection 2001),"Arango and Sánchez ’Los Pueblos Indígenas de Colombia’ (2004)Landaburu ’La langue des andoke’ (1979)."
00688,,Andro,Phayeng,India,IN,,24.8415,94.0539,extinct,0,,
00120,,Anfillo,,Ethiopia,ET,,8.5049,34.7415,critically endangered,500,1990,"Moges, ongoing research by Debela Goshu."
01463,,Angami,,India,IN,between Dimapur (Assam) and Kohima (Nagaland),25.7553,94.1308,vulnerable,132000,"estimate, India Census 2001",
01895,,Angika,Chhika-Chhiki; Anga; Aangi; Bhagalpuri,India; Nepal,IN;NP,Bihar and Jharkhand,24.7451,85.3124,vulnerable,740892,with 15892 in Nepal,
02973,,Angku,,Myanmar,MM,,21.4888,100.8325,critically endangered,,,
00018,,Animere,Kunda,Ghana,GH,,7.6129,0.4064,critically endangered,700,2003,Ethnologue
00236,,Anindilyakwa,,Australia,AU,,-13.9987,136.5820,vulnerable,2000,"NILS Report 2005Reliable & recent (+/- 20%)",
00238,,Antakirinya,,Australia,AU,,-26.7848,134.2968,definitely endangered,200,"NILS Report 2005Somewhat reliable",
01103,,Antoniano,Antoniano Salinan,United States of America,US,"Mission San Antonio de Padua, near Jolon in southern Monterey County, CA.",35.9717,-121.1757,extinct,0,The last speakers died in the late 1950s or early 1960s.,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
00873,,Añu,Paraujano,Venezuela (Bolivarian Republic of),VE,"Sinamaica, Santa Rosa de Agua, El Moján, islas de Toas y San Carlos (northwest of Zulia state, Venezuela)",11.0220,-71.7352,critically endangered,20,,"Mosonyi and Mosonyi (2000), ’ Manual de lenguas indígenas de Venezuela’"
03165,,Anuki,Gabobora,Papua New Guinea,PG,"Arould Tapiosan, Cape Vogel, Milne Bay Province",-9.6522,149.7656,definitely endangered,542,2000,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
02908,,Anung (China),"Nung, Kwinpang Anong",China,CN,,26.7368,98.7766,critically endangered,5000,2000,Bradley 2007
02601,,Anung (Myanmar),"Anong, Nung",Myanmar,MM,,27.2000,98.6333,severely endangered,3500,2008,
03022,,Anus,,Indonesia,ID,Irian Jaya,-2.1268,139.5126,severely endangered,70,"Wurm 2000, from Ethnologue","Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
01453,,Ao,,India,IN,Wokho and parts of Mokokchung districts,26.4361,94.6472,vulnerable,243000,"estimate, India Census 2001",
02528,,Aore,,Vanuatu,VU,"Aore, Santo",-15.5767,167.1638,extinct,0,2000,Lynch & Crowley 2001
02397,,Apalai,,Brazil,BR,,1.2084,-55.1074,vulnerable,317,"2006 pop 317, FUNASA (ISA website) Almost all are said to speak language.","Moore, 2008."
01278,,Apatani,Apa Tani,India,IN,"Apatani valley, lower Subansiri D.",27.5228,93.8177,vulnerable,35000,personal fieldwork estimate,
01852,,Apiaká,Apiacá,Brazil,BR,The group lives in the northern state of Mato Grosso - Brasil,-11.1519,-57.3113,critically endangered,1,"2007; infos from researchers (UnB) and one Apiaka met at the Indigenous University of UNEMAT. Confirmed pc Henri Ramirez, 2008; 2001 pop=192, Funasa/ISA","Franchetto 2008; Moore, 2008, IBGE databank Moore, 2008, Scientific American (Brasil) www.socioambiental.org"
02324,,Apinajé,"Apinayé, Apinaié, Timbira Ocidentais",Brazil,BR,"Brazil, extreme north of the Tocantins State, at the confluence of the Araguaia and Tocantins rivers, 8 villages in the Terra Indígena Apinajé.",-6.0317,-47.5604,vulnerable,1500,"1,525 pop (Census FUNASA 2006- reported in ISA website) Speaker number based on impression of linguist Flávia Alves de Castro that the native language is the first language of most..","www.socioambiental.orgMoore, 2008, IBGE databank Moore, 2008, Scientific American (Brasil)"
00747,,Apolista,,Bolivia,BO,,-14.4027,-68.6206,extinct,0,,
02301,,Apurinã,,Brazil,BR,,-5.4847,-63.8964,definitely endangered,2000,"2006 pop de 3256, FUNASA (ISA website) Speaker estimate a guess based on reports of variation in number of speakers.","Databank Moore, 2008."
02734,,Aputai,,Indonesia,ID,Maluku,-7.6511,126.4086,critically endangered,120,2000,Grimes 2000
02896,,Aqaw Gelao,"Gao, Qaw",China,CN,,28.7447,106.0714,critically endangered,5,2000,Bradley 2007
02453,,Arabana,,Australia,AU,,-28.6134,135.8349,critically endangered,6,"NILS Report 2005Reliable & recent (+/- 20%)",
00748,,Arabela,Chiripuno,Peru,PE,"Departamento de Loreto, cabeceras del río Napo (afluente Nashiño). Aldea de Buena Vista, entre otras.",-1.5818,-75.3881,severely endangered,50,Cantidad aproximada del año 2001. Hay diferencia,ILV. 2006
00484,,Aragonese,,Spain,ES,"the high valleys of the Pyrenees, notably Aragon River (Somontano), Sobrarbe and Ribagorza, in the northern part of the Huesca (Uesca) region in the northeast of Aragón, main towns being Graus and Sabiñánigo (Samianigo)",42.2935,-0.4394,definitely endangered,10000,rough estimate based on various sources,
03016,,Araki,,Vanuatu,VU,"Araki Island, Santo",-15.6322,166.9413,critically endangered,8,"2008, Alexandre François","Alexandre François 2008http://alex.francois.free.fr/AF-terrain.htm"
02293,,Araona,,Bolivia,BO,"Province of Abel Iturralde, Department of La Paz, Bolivia",-12.4473,-68.1372,severely endangered,81,,"Crevels et alii (2002), ’Current Studies in the Languages of South America’"
01801,,Arapaho (Oklahoma),,United States of America,US,Wind River Reservation in Wyoming; Cheyenne-Arapaho Tribe in Oklahoma,35.6020,-97.9712,extinct,0,number of speakers is for all locations combined; there are no remaining speakers in Oklahoma,Golla et al. ms.
01802,,Arapaho (Wyoming),,United States of America,US,Wind River Reservation in Wyoming; Cheyenne-Arapaho Tribe in Oklahoma,43.0139,-108.8214,severely endangered,1000,number of speakers is for all locations combined; there are no remaining speakers in Oklahoma,Golla et al. ms.
02116,,Arapáso,,Brazil,BR,,0.0000,-66.0000,extinct,0,"2005 pop is 569, Dsei/FOIRN, ISA. According to Henri Ramirez and Kristine Stenzel, there are no known speakers in Brazil.","Databank Moore, 2008."
02016,,Arara do Pará,Ukarãgmã,Brazil,BR,,-3.7546,-52.9760,vulnerable,271,"2006 pop is 271, FUNASA, ISA. Contact was a few decades ago and persumably everyone speaks the language.","Moore, 2008."
02271,,Arára Shawãdáwa,Shawanauá,Brazil,BR,,-8.5810,-72.2900,critically endangered,9,"2000; 2004 pop=332, CPI/AC/ISA","Databank Moore, 2008."
02111,,Araweté,Araueté,Brazil,BR,,-5.1347,-52.3388,vulnerable,339,"2000; 2006 pop=339 Funasa/ISA, relatively unacculturated and probably all speak the language","Databank Moore, 2008."
02484,,Arawun,,Papua New Guinea,PG,Madang Province,-5.5093,145.8929,severely endangered,73,2000,Grimes 2000
01859,,Arbanasi,,Croatia,HR,Arbanasi in Zadar (Zara); an outlying dialect of (Gheg) Albanian not listed at all by the SIL,44.0994,15.2545,severely endangered,500,2002 Kova_ec maximum figure,"August Kova_ec: Arbanasi-Albanisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Milo_ Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 67–70."
01680,arbrisht,Arbëresh,Arbëreshë Albanian,Italy,IT,"(i) Adriatic zone: Montecilfone, Campomarino, Portocannone and Ururi in Molise as well as Chieuti und Casalvecchio di Puglia in Apulia; (ii) San Marzano in Apulia; (iii) Greci in Campania; (iv) northern Basilicata: Barile, Ginestra und Maschito; (v) North Calabrian zone: ca. 30 settlements in northern Calabria (Plataci, Civita, Frascineto, San Demetrio Corone, Lungro, Acquaformosa etc.) as well as San Costantino Albanese and San Paolo Lucano in southern Basilicata; (vi) settlements in southern Calabria, e.g. San Nicola dell’Alto and Vena di Maida; (vii) Sicilian zone: Piana degli Albanesi and two nearby villages near Palermo; (viii) formely also Villabadessa in Abruzzi; an outlying dialect of Albanian",40.9321,14.8645,definitely endangered,80000,"based on Breu 2002 who refers to the figure 100,000 as exaggerated","Walter Breu: Italoalbanisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Milo_ Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 73–75."
02024,,Arbore,,Ethiopia,ET,,5.0690,36.8920,definitely endangered,4441,1998,"Census, Ethnologue, ongoing research by Eshi Gabbert, Anni Peller, Ayalew Gebre, Yukio Miyawaki, Tadesse Wolde "
01354,,Archi,,Russian Federation,RU,the village of Archi (Archib) in Charoda County in the Republic of Daghestan,41.9839,46.8127,definitely endangered,524,"2002 census; cf. ______ 1997: approximately 1,000 speakers","_. _. ______: _________ ____. — _____ __________ _________ _ ________ __________: ____________ I. ______: _____, 1997."
00689,,Arem,Hareme,Lao People’s Democratic Republic; Viet Nam,LA;VN,,18.1771,105.3369,severely endangered,100,1995,
00122,,Argobba,,Ethiopia,ET,,10.5958,39.9792,critically endangered,8000,2002,"Andreas Wetter, Ethnologue"
03023,,Arguni,,Indonesia,ID,Irian Jaya,-2.6632,132.5418,vulnerable,150,Wurm 2000,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
02546,,Arha,,New Caledonia (France),NC,Poya region,-21.3047,165.0146,critically endangered,50,2000,Rivierre et al 2003
02547,,Arho,,New Caledonia (France),NC,Poya region,-21.2740,165.0503,critically endangered,10,2000,"Rivierre et al. 2003http://fr.wikipedia.org/wiki/Langues_kanak"
02482,,Ari,,Papua New Guinea,PG,Western Province,-8.0000,142.4000,severely endangered,80,2000,Grimes 2000
03167,,Aribwatsa,,Papua New Guinea,PG,Lae town area,-6.6523,147.2291,extinct,0,1997,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
00749,,Arikapu,"Aricapu, Arikapu",Brazil,BR,the group lives in indigenous lands of Rio Branco - Município of Alta Floresta in the state of Rondônia - Brazil,-12.0527,-64.7259,critically endangered,2,"2001; 2006 pop=29, Funasa/ISA, number of speakers p.c. linguist Hein van der Voort, who works with the language","Moore, 2008, IBGE databank Moore, 2008, Scientific American (Brasil) www.socioambiental.org"
01179,,Arikara,,United States of America,US,"The modern Arikara, one of the Three Affiliated Tribes, share the Fort Berthold Reservation in North Dakota with the Mandan and Hidatsa, primarily in the communities of White Shield and Parshall.",47.6480,-101.8327,critically endangered,10,"Fewer than 10 speakers, all elderly.","Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
01959,,Arin,,Russian Federation,RU,"the upper Yenisey basin, to the north of Krasnoyarsk and the Minusinsk region",56.2982,91.7468,extinct,0,spoken till the late eighteenth century,"_. _. ______: __________ _____. — _____ ____: ______________ _____. ______: ______, 1997. 169–177."
00634,,Arman,,Russian Federation,RU,_______ ___ _ ______ ________ ______ ___________ _______; an extinct outlying dialect of Even not listed separately by the SIL,59.6732,150.1391,extinct,0,in the 1940s there were 10 speakers,
00485,,Aromanian,Macedo-Romanian; Vlach; Tsintsar,Albania; Bulgaria; Greece; Serbia; The former Yugoslav Republic of Macedonia,AL;BG;GR;RS;MK,"Thessaly and Epirus in northern Greece; the central parts of Albania; several small pockets in the FYROM, Greece and Bulgaria; immigrant groups deriving from the eighteenth century in Serbia, especially between Ni_ and Kladovo; many Aromanian immigrants since the early twentieth century also in Romania",40.2292,21.1376,definitely endangered,500000,2002 Atanasov,"Petar Atanasov: Aromunisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Milo_ Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 77–82."
00239,,Arrernte,,Australia,AU,,-24.1668,132.0996,vulnerable,2000,"NILS Report 2005Reliable & recent (+/- 20%)",
02629,,Arta,,Philippines,PH,,16.4225,121.7042,critically endangered,150,2000,
00750,,Aruá,,Brazil,BR,"The group lives in indigenous lands of Rio Branco, Posto Indígena Rio Guaporé, southern Rondônia",-12.0285,-64.7094,severely endangered,12,"2001; 2006 pop=69, ISA; rough speaker estimate by Moore, personal experience","Moore, 2008, IBGE databank Moore, 2008, Scientific American (Brasil) www.socioambiental.org"
00424,,Aruaco,"Ika, Ijka, Bíntukwa",Colombia,CO,"Sierra Nevada de Santa Marta, northern Colombia",10.0986,-73.5424,vulnerable,14799,"DANE: census 1993 (projection 2001)","Arango and Sánchez, ’Los pueblos indígenas de Colombia’ (2004)"
01685,arbërisht,Arvanitika,Arvanite Albanian,Greece,GR,"rural areas in Attica, Boeotia (Voiotía), southern Euboea (Évvoia), northern Andros (Ándros), Corinthia, Argolis and a few smaller sections of Peloponnese and central Greece; an outlying dialect of (Tosk) Albanian",38.1863,23.6096,severely endangered,50000,1991 Sasse estimate,"Bardhyl Demiraj: Arvanitisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Milo_ Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 71–72. Hans-Jürgen Sasse: Arvanitika: Die arvanitischen Sprachreste in Griechenland. Bd. 1. Wiesbaden: Harrassowitz, 1991."
03024,,As,,Indonesia,ID,Irian Jaya,-0.7360,131.7727,vulnerable,230,Wurm 2000,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
02138,,Ashaninka (Brazil),"Kampa, Axíninka",Brazil,BR,,-9.3786,-73.1414,vulnerable,813,1999; 2004 pop=869 CPI/Acre/ISA,"Databank Moore, 2008."
00956,,Ashaninka (Peru),"Asheninka, campa",Peru,PE,"Deptos. de Junín, Ucayali, Loreto, Pasco y Cusco.",-10.6929,-74.3444,vulnerable,62468,Censo de 2007.,www.inei.gob.pe
01942,,Ashkun,"âSkuNu vîri, Ashkund, Ashkuni, Wamayi, Wamais",Afghanistan,AF,"Pech Valley, northwest of Asadabad in Kunar Province, Afghanistan.",34.9973,71.0746,definitely endangered,2000,relatively accurate (2000),"Dr. Richard F. Strand, ’Nuristan’ http://users.sedona.net/~strand/Dr. George van Driem in ’Encyclopedia of the world’s endangered languaged’, ed. Christopher Moseley (2007)."
